user_id,song_id,rating
lfm_u_5,lfm_a_214,2.089
lfm_u_5,lfm_a_215,2.068
lfm_u_5,lfm_a_216,2.06
lfm_u_5,lfm_a_217,2.046
lfm_u_5,lfm_a_218,2.043
lfm_u_5,lfm_a_219,2.031
lfm_u_5,lfm_a_220,2.013
lfm_u_5,lfm_a_221,1.991
lfm_u_5,lfm_a_222,1.991
lfm_u_5,lfm_a_223,1.961
lfm_u_5,lfm_a_224,1.945
lfm_u_5,lfm_a_225,1.943
lfm_u_5,lfm_a_226,1.934
lfm_u_5,lfm_a_227,1.932
lfm_u_5,lfm_a_228,1.932
lfm_u_5,lfm_a_229,1.932
lfm_u_5,lfm_a_230,1.929
lfm_u_5,lfm_a_231,1.92
lfm_u_5,lfm_a_232,1.917
lfm_u_5,lfm_a_233,1.908
lfm_u_5,lfm_a_234,1.905
lfm_u_5,lfm_a_235,1.905
lfm_u_5,lfm_a_236,1.899
lfm_u_5,lfm_a_237,1.871
lfm_u_5,lfm_a_238,1.861
lfm_u_6,lfm_a_77,1.109
lfm_u_6,lfm_a_239,1.463
lfm_u_6,lfm_a_240,1.463
lfm_u_6,lfm_a_241,1.454
lfm_u_6,lfm_a_242,1.424
lfm_u_6,lfm_a_243,1.392
lfm_u_6,lfm_a_244,1.38
lfm_u_6,lfm_a_245,1.357
lfm_u_6,lfm_a_246,1.357
lfm_u_6,lfm_a_247,1.304
lfm_u_6,lfm_a_248,1.29
lfm_u_6,lfm_a_249,1.26
lfm_u_6,lfm_a_250,1.26
lfm_u_6,lfm_a_251,1.26
lfm_u_6,lfm_a_252,1.26
lfm_u_6,lfm_a_253,1.244
lfm_u_6,lfm_a_254,1.192
lfm_u_6,lfm_a_255,1.192
lfm_u_6,lfm_a_256,1.173
lfm_u_6,lfm_a_257,1.153
lfm_u_6,lfm_a_258,1.153
lfm_u_6,lfm_a_259,1.153
lfm_u_6,lfm_a_260,1.153
lfm_u_6,lfm_a_261,1.153
lfm_u_6,lfm_a_262,1.131
lfm_u_6,lfm_a_263,1.131
lfm_u_6,lfm_a_264,1.131
lfm_u_6,lfm_a_265,1.131
lfm_u_6,lfm_a_266,1.109
lfm_u_6,lfm_a_267,1.109
lfm_u_6,lfm_a_268,1.109
lfm_u_6,lfm_a_269,1.109
lfm_u_6,lfm_a_270,1.109
lfm_u_6,lfm_a_271,1.085
lfm_u_6,lfm_a_272,1.085
lfm_u_6,lfm_a_273,1.085
lfm_u_6,lfm_a_274,1.085
lfm_u_6,lfm_a_275,1.06
lfm_u_6,lfm_a_276,1.06
lfm_u_6,lfm_a_277,1.06
lfm_u_6,lfm_a_278,1.06
lfm_u_6,lfm_a_279,1.06
lfm_u_6,lfm_a_280,1.06
lfm_u_6,lfm_a_281,1.06
lfm_u_6,lfm_a_282,1.06
lfm_u_6,lfm_a_283,1.06
lfm_u_6,lfm_a_284,1.033
lfm_u_6,lfm_a_285,1.033
lfm_u_6,lfm_a_286,1.033
lfm_u_6,lfm_a_287,1.033
lfm_u_7,lfm_a_55,3.153
lfm_u_7,lfm_a_67,3.069
lfm_u_7,lfm_a_89,3.395
lfm_u_7,lfm_a_257,3.348
lfm_u_7,lfm_a_288,4.184
lfm_u_7,lfm_a_289,3.647
lfm_u_7,lfm_a_290,3.422
lfm_u_7,lfm_a_291,3.363
lfm_u_7,lfm_a_292,3.266
lfm_u_7,lfm_a_293,3.252
lfm_u_7,lfm_a_294,3.166
lfm_u_7,lfm_a_295,3.114
lfm_u_7,lfm_a_296,3.04
lfm_u_7,lfm_a_297,2.945
lfm_u_7,lfm_a_298,2.935
lfm_u_7,lfm_a_299,2.93
lfm_u_7,lfm_a_300,2.923
lfm_u_7,lfm_a_301,2.877
lfm_u_7,lfm_a_302,2.86
lfm_u_7,lfm_a_303,2.843
lfm_u_7,lfm_a_304,2.811
lfm_u_7,lfm_a_305,2.765
lfm_u_7,lfm_a_306,2.764
lfm_u_7,lfm_a_307,2.763
lfm_u_7,lfm_a_308,2.735
lfm_u_7,lfm_a_309,2.715
lfm_u_7,lfm_a_310,2.689
lfm_u_7,lfm_a_311,2.688
lfm_u_7,lfm_a_312,2.674
lfm_u_7,lfm_a_313,2.663
lfm_u_7,lfm_a_314,2.649
lfm_u_7,lfm_a_315,2.633
lfm_u_7,lfm_a_316,2.621
lfm_u_7,lfm_a_317,2.604
lfm_u_7,lfm_a_318,2.593
lfm_u_7,lfm_a_319,2.587
lfm_u_7,lfm_a_320,2.575
lfm_u_7,lfm_a_321,2.55
lfm_u_7,lfm_a_322,2.546
lfm_u_7,lfm_a_323,2.534
lfm_u_7,lfm_a_324,2.508
lfm_u_7,lfm_a_325,2.504
lfm_u_7,lfm_a_326,2.5
lfm_u_7,lfm_a_327,2.496
lfm_u_7,lfm_a_328,2.485
lfm_u_7,lfm_a_329,2.459
lfm_u_7,lfm_a_330,2.454
lfm_u_7,lfm_a_331,2.446
lfm_u_7,lfm_a_332,2.441
lfm_u_7,lfm_a_333,2.432
lfm_u_8,lfm_a_71,2.037
lfm_u_8,lfm_a_89,2.672
lfm_u_8,lfm_a_97,2.299
lfm_u_8,lfm_a_251,2.139
lfm_u_8,lfm_a_257,2.417
lfm_u_8,lfm_a_265,2.492
lfm_u_8,lfm_a_288,2.373
lfm_u_8,lfm_a_289,3.023
lfm_u_8,lfm_a_291,2.348
lfm_u_8,lfm_a_292,2.609
lfm_u_8,lfm_a_295,2.843
lfm_u_8,lfm_a_296,2.719
lfm_u_8,lfm_a_298,2.513
lfm_u_8,lfm_a_300,2.291
lfm_u_8,lfm_a_302,2.376
lfm_u_8,lfm_a_311,2.297
lfm_u_8,lfm_a_323,2.49
lfm_u_8,lfm_a_334,3.424
lfm_u_8,lfm_a_335,3.046
lfm_u_8,lfm_a_336,2.92
lfm_u_8,lfm_a_337,2.838
lfm_u_8,lfm_a_338,2.69
lfm_u_8,lfm_a_339,2.626
lfm_u_8,lfm_a_340,2.617
lfm_u_8,lfm_a_341,2.614
lfm_u_8,lfm_a_342,2.593
lfm_u_8,lfm_a_343,2.497
lfm_u_8,lfm_a_344,2.473
lfm_u_8,lfm_a_345,2.454
lfm_u_8,lfm_a_346,2.449
lfm_u_8,lfm_a_347,2.437
lfm_u_8,lfm_a_348,2.437
lfm_u_8,lfm_a_349,2.429
lfm_u_8,lfm_a_350,2.429
lfm_u_8,lfm_a_351,2.397
lfm_u_8,lfm_a_352,2.363
lfm_u_8,lfm_a_353,2.346
lfm_u_8,lfm_a_354,2.335
lfm_u_8,lfm_a_355,2.306
lfm_u_8,lfm_a_356,2.294
lfm_u_8,lfm_a_357,2.289
lfm_u_8,lfm_a_358,2.207
lfm_u_8,lfm_a_359,2.203
lfm_u_8,lfm_a_360,2.174
lfm_u_8,lfm_a_361,2.168
lfm_u_8,lfm_a_362,2.129
lfm_u_8,lfm_a_363,2.046
lfm_u_8,lfm_a_364,2.031
lfm_u_8,lfm_a_365,2.028
lfm_u_8,lfm_a_366,2.019
lfm_u_9,lfm_a_8,2.496
lfm_u_9,lfm_a_367,3.046
lfm_u_9,lfm_a_368,2.848
lfm_u_9,lfm_a_369,2.762
lfm_u_9,lfm_a_370,2.746
lfm_u_9,lfm_a_371,2.743
lfm_u_9,lfm_a_372,2.73
lfm_u_9,lfm_a_373,2.581
lfm_u_9,lfm_a_374,2.569
lfm_u_9,lfm_a_375,2.524
lfm_u_9,lfm_a_376,2.523
lfm_u_9,lfm_a_377,2.51
lfm_u_9,lfm_a_378,2.498
lfm_u_9,lfm_a_379,2.476
lfm_u_9,lfm_a_380,2.475
lfm_u_9,lfm_a_381,2.475
lfm_u_9,lfm_a_382,2.458
lfm_u_9,lfm_a_383,2.449
lfm_u_9,lfm_a_384,2.441
lfm_u_9,lfm_a_385,2.407
lfm_u_9,lfm_a_386,2.405
lfm_u_9,lfm_a_387,2.375
lfm_u_9,lfm_a_388,2.357
lfm_u_9,lfm_a_389,2.349
lfm_u_9,lfm_a_390,2.327
lfm_u_9,lfm_a_391,2.313
lfm_u_9,lfm_a_392,2.309
lfm_u_9,lfm_a_393,2.302
lfm_u_9,lfm_a_394,2.289
lfm_u_9,lfm_a_395,2.258
lfm_u_9,lfm_a_396,2.243
lfm_u_9,lfm_a_397,2.243
lfm_u_9,lfm_a_398,2.242
lfm_u_9,lfm_a_399,2.223
lfm_u_9,lfm_a_400,2.221
lfm_u_9,lfm_a_401,2.219
lfm_u_9,lfm_a_402,2.207
lfm_u_9,lfm_a_403,2.197
lfm_u_9,lfm_a_404,2.197
lfm_u_9,lfm_a_405,2.189
lfm_u_9,lfm_a_406,2.178
lfm_u_9,lfm_a_407,2.161
lfm_u_9,lfm_a_408,2.161
lfm_u_9,lfm_a_409,2.15
lfm_u_9,lfm_a_410,2.149
lfm_u_9,lfm_a_411,2.142
lfm_u_9,lfm_a_412,2.14
lfm_u_9,lfm_a_413,2.137
lfm_u_9,lfm_a_414,2.129
lfm_u_9,lfm_a_415,2.127
lfm_u_10,lfm_a_154,2.028
lfm_u_10,lfm_a_159,2.122
lfm_u_10,lfm_a_196,2.755
lfm_u_10,lfm_a_199,2.832
lfm_u_10,lfm_a_200,2.242
lfm_u_10,lfm_a_208,2.247
lfm_u_10,lfm_a_217,2.598
lfm_u_10,lfm_a_219,2.054
lfm_u_10,lfm_a_225,2.806
lfm_u_10,lfm_a_228,2.206
lfm_u_10,lfm_a_229,2.701
lfm_u_10,lfm_a_416,3.151
lfm_u_10,lfm_a_417,2.884
lfm_u_10,lfm_a_418,2.726
lfm_u_10,lfm_a_419,2.716
lfm_u_10,lfm_a_420,2.713
lfm_u_10,lfm_a_421,2.687
lfm_u_10,lfm_a_422,2.653
lfm_u_10,lfm_a_423,2.639
lfm_u_10,lfm_a_424,2.616
lfm_u_10,lfm_a_425,2.581
lfm_u_10,lfm_a_426,2.507
lfm_u_10,lfm_a_427,2.493
lfm_u_10,lfm_a_428,2.49
lfm_u_10,lfm_a_429,2.487
lfm_u_10,lfm_a_430,2.478
lfm_u_10,lfm_a_431,2.468
lfm_u_10,lfm_a_432,2.454
lfm_u_10,lfm_a_433,2.42
lfm_u_10,lfm_a_434,2.397
lfm_u_10,lfm_a_435,2.313
lfm_u_10,lfm_a_436,2.255
lfm_u_10,lfm_a_437,2.253
lfm_u_10,lfm_a_438,2.244
lfm_u_10,lfm_a_439,2.222
lfm_u_10,lfm_a_440,2.158
lfm_u_10,lfm_a_441,2.144
lfm_u_10,lfm_a_442,2.139
lfm_u_10,lfm_a_443,2.129
lfm_u_10,lfm_a_444,2.091
lfm_u_10,lfm_a_445,2.084
lfm_u_10,lfm_a_446,2.074
lfm_u_10,lfm_a_447,2.054
lfm_u_10,lfm_a_448,2.031
lfm_u_10,lfm_a_449,2.028
lfm_u_10,lfm_a_450,2.019
lfm_u_10,lfm_a_451,2.01
lfm_u_10,lfm_a_452,2.001
lfm_u_10,lfm_a_453,1.991
lfm_u_10,lfm_a_454,1.982
lfm_u_11,lfm_a_67,2.129
lfm_u_11,lfm_a_89,3.181
lfm_u_11,lfm_a_157,2.707
lfm_u_11,lfm_a_230,2.27
lfm_u_11,lfm_a_234,2.316
lfm_u_11,lfm_a_288,2.591
lfm_u_11,lfm_a_289,3.232
lfm_u_11,lfm_a_292,2.474
lfm_u_11,lfm_a_294,2.184
lfm_u_11,lfm_a_295,2.449
lfm_u_11,lfm_a_300,2.291
lfm_u_11,lfm_a_301,2.242
lfm_u_11,lfm_a_304,2.716
lfm_u_11,lfm_a_306,2.161
lfm_u_11,lfm_a_325,2.231
lfm_u_11,lfm_a_327,2.279
lfm_u_11,lfm_a_329,2.473
lfm_u_11,lfm_a_344,2.152
lfm_u_11,lfm_a_349,2.284
lfm_u_11,lfm_a_455,3.285
lfm_u_11,lfm_a_456,2.966
lfm_u_11,lfm_a_457,2.932
lfm_u_11,lfm_a_458,2.914
lfm_u_11,lfm_a_459,2.88
lfm_u_11,lfm_a_460,2.871
lfm_u_11,lfm_a_461,2.863
lfm_u_11,lfm_a_462,2.812
lfm_u_11,lfm_a_463,2.787
lfm_u_11,lfm_a_464,2.748
lfm_u_11,lfm_a_465,2.707
lfm_u_11,lfm_a_466,2.687
lfm_u_11,lfm_a_467,2.614
lfm_u_11,lfm_a_468,2.575
lfm_u_11,lfm_a_469,2.472
lfm_u_11,lfm_a_470,2.469
lfm_u_11,lfm_a_471,2.461
lfm_u_11,lfm_a_472,2.444
lfm_u_11,lfm_a_473,2.384
lfm_u_11,lfm_a_474,2.37
lfm_u_11,lfm_a_475,2.369
lfm_u_11,lfm_a_476,2.279
lfm_u_11,lfm_a_477,2.278
lfm_u_11,lfm_a_478,2.27
lfm_u_11,lfm_a_479,2.26
lfm_u_11,lfm_a_480,2.252
lfm_u_11,lfm_a_481,2.225
lfm_u_11,lfm_a_482,2.164
lfm_u_11,lfm_a_483,2.158
lfm_u_11,lfm_a_484,2.153
lfm_u_11,lfm_a_485,2.144
lfm_u_12,lfm_a_72,3.003
lfm_u_12,lfm_a_189,3.131
lfm_u_12,lfm_a_191,3.271
lfm_u_12,lfm_a_230,2.996
lfm_u_12,lfm_a_288,3.143
lfm_u_12,lfm_a_300,2.729
lfm_u_12,lfm_a_333,3.947
lfm_u_12,lfm_a_344,3.371
lfm_u_12,lfm_a_377,4.305
lfm_u_12,lfm_a_378,4.056
lfm_u_12,lfm_a_405,2.717
lfm_u_12,lfm_a_407,2.888
lfm_u_12,lfm_a_466,2.859
lfm_u_12,lfm_a_486,3.95
lfm_u_12,lfm_a_487,3.511
lfm_u_12,lfm_a_488,3.489
lfm_u_12,lfm_a_489,3.487
lfm_u_12,lfm_a_490,3.295
lfm_u_12,lfm_a_491,3.23
lfm_u_12,lfm_a_492,3.229
lfm_u_12,lfm_a_493,3.219
lfm_u_12,lfm_a_494,3.211
lfm_u_12,lfm_a_495,3.197
lfm_u_12,lfm_a_496,3.184
lfm_u_12,lfm_a_497,3.163
lfm_u_12,lfm_a_498,3.151
lfm_u_12,lfm_a_499,3.144
lfm_u_12,lfm_a_500,3.058
lfm_u_12,lfm_a_501,3.043
lfm_u_12,lfm_a_502,3.031
lfm_u_12,lfm_a_503,2.915
lfm_u_12,lfm_a_504,2.899
lfm_u_12,lfm_a_505,2.887
lfm_u_12,lfm_a_506,2.886
lfm_u_12,lfm_a_507,2.875
lfm_u_12,lfm_a_508,2.862
lfm_u_12,lfm_a_509,2.845
lfm_u_12,lfm_a_510,2.819
lfm_u_12,lfm_a_511,2.8
lfm_u_12,lfm_a_512,2.795
lfm_u_12,lfm_a_513,2.792
lfm_u_12,lfm_a_514,2.784
lfm_u_12,lfm_a_515,2.783
lfm_u_12,lfm_a_516,2.77
lfm_u_12,lfm_a_517,2.768
lfm_u_12,lfm_a_518,2.705
lfm_u_12,lfm_a_519,2.697
lfm_u_12,lfm_a_520,2.686
lfm_u_12,lfm_a_521,2.68
lfm_u_12,lfm_a_522,2.675
lfm_u_13,lfm_a_55,0.762
lfm_u_13,lfm_a_67,0.901
lfm_u_13,lfm_a_89,3.243
lfm_u_13,lfm_a_173,0.762
lfm_u_13,lfm_a_228,0.762
lfm_u_13,lfm_a_292,0.63
lfm_u_13,lfm_a_295,0.43
lfm_u_13,lfm_a_298,1.109
lfm_u_13,lfm_a_299,0.63
lfm_u_13,lfm_a_300,0.43
lfm_u_13,lfm_a_302,0.901
lfm_u_13,lfm_a_310,1.131
lfm_u_13,lfm_a_316,0.63
lfm_u_13,lfm_a_318,0.43
lfm_u_13,lfm_a_325,0.543
lfm_u_13,lfm_a_328,1.004
lfm_u_13,lfm_a_333,1.434
lfm_u_13,lfm_a_344,0.43
lfm_u_13,lfm_a_349,0.543
lfm_u_13,lfm_a_352,0.43
lfm_u_13,lfm_a_378,0.43
lfm_u_13,lfm_a_461,0.543
lfm_u_13,lfm_a_466,0.63
lfm_u_13,lfm_a_498,0.762
lfm_u_13,lfm_a_523,0.939
lfm_u_13,lfm_a_524,0.86
lfm_u_13,lfm_a_525,0.762
lfm_u_13,lfm_a_526,0.762
lfm_u_13,lfm_a_527,0.63
lfm_u_13,lfm_a_528,0.63
lfm_u_13,lfm_a_529,0.543
lfm_u_13,lfm_a_530,0.543
lfm_u_13,lfm_a_531,0.543
lfm_u_13,lfm_a_532,0.543
lfm_u_13,lfm_a_533,0.43
lfm_u_13,lfm_a_534,0.43
lfm_u_13,lfm_a_535,0.43
lfm_u_13,lfm_a_536,0.43
lfm_u_13,lfm_a_537,0.43
lfm_u_13,lfm_a_538,0.43
lfm_u_13,lfm_a_539,0.43
lfm_u_13,lfm_a_540,0.43
lfm_u_13,lfm_a_541,0.43
lfm_u_13,lfm_a_542,0.43
lfm_u_13,lfm_a_543,0.43
lfm_u_13,lfm_a_544,0.43
lfm_u_13,lfm_a_545,0.43
lfm_u_13,lfm_a_546,0.43
lfm_u_13,lfm_a_547,0.43
lfm_u_13,lfm_a_548,0.43
lfm_u_14,lfm_a_549,2.794
lfm_u_14,lfm_a_550,2.667
lfm_u_14,lfm_a_551,2.641
lfm_u_14,lfm_a_552,2.64
lfm_u_14,lfm_a_553,2.638
lfm_u_14,lfm_a_554,2.633
lfm_u_14,lfm_a_555,2.632
lfm_u_14,lfm_a_556,2.623
lfm_u_14,lfm_a_557,2.621
lfm_u_14,lfm_a_558,2.603
lfm_u_14,lfm_a_559,2.601
lfm_u_14,lfm_a_560,2.6
lfm_u_14,lfm_a_561,2.578
lfm_u_14,lfm_a_562,2.57
lfm_u_14,lfm_a_563,2.568
lfm_u_14,lfm_a_564,2.551
lfm_u_14,lfm_a_565,2.55
lfm_u_14,lfm_a_566,2.548
lfm_u_14,lfm_a_567,2.548
lfm_u_14,lfm_a_568,2.545
lfm_u_14,lfm_a_569,2.54
lfm_u_14,lfm_a_570,2.539
lfm_u_14,lfm_a_571,2.538
lfm_u_14,lfm_a_572,2.538
lfm_u_14,lfm_a_573,2.538
lfm_u_14,lfm_a_574,2.536
lfm_u_14,lfm_a_575,2.535
lfm_u_14,lfm_a_576,2.534
lfm_u_14,lfm_a_577,2.533
lfm_u_14,lfm_a_578,2.529
lfm_u_14,lfm_a_579,2.527
lfm_u_14,lfm_a_580,2.526
lfm_u_14,lfm_a_581,2.526
lfm_u_14,lfm_a_582,2.526
lfm_u_14,lfm_a_583,2.525
lfm_u_14,lfm_a_584,2.525
lfm_u_14,lfm_a_585,2.524
lfm_u_14,lfm_a_586,2.522
lfm_u_14,lfm_a_587,2.518
lfm_u_14,lfm_a_588,2.517
lfm_u_14,lfm_a_589,2.517
lfm_u_14,lfm_a_590,2.516
lfm_u_14,lfm_a_591,2.512
lfm_u_14,lfm_a_592,2.511
lfm_u_14,lfm_a_593,2.511
lfm_u_14,lfm_a_594,2.51
lfm_u_14,lfm_a_595,2.509
lfm_u_14,lfm_a_596,2.506
lfm_u_14,lfm_a_597,2.505
lfm_u_14,lfm_a_598,2.505
lfm_u_15,lfm_a_69,2.15
lfm_u_15,lfm_a_154,2.592
lfm_u_15,lfm_a_159,2.23
lfm_u_15,lfm_a_197,2.504
lfm_u_15,lfm_a_203,2.296
lfm_u_15,lfm_a_205,2.415
lfm_u_15,lfm_a_212,2.15
lfm_u_15,lfm_a_215,2.168
lfm_u_15,lfm_a_218,2.157
lfm_u_15,lfm_a_222,2.139
lfm_u_15,lfm_a_227,2.59
lfm_u_15,lfm_a_233,2.404
lfm_u_15,lfm_a_266,2.158
lfm_u_15,lfm_a_429,2.312
lfm_u_15,lfm_a_511,2.587
lfm_u_15,lfm_a_599,2.756
lfm_u_15,lfm_a_600,2.634
lfm_u_15,lfm_a_601,2.476
lfm_u_15,lfm_a_602,2.468
lfm_u_15,lfm_a_603,2.421
lfm_u_15,lfm_a_604,2.421
lfm_u_15,lfm_a_605,2.409
lfm_u_15,lfm_a_606,2.406
lfm_u_15,lfm_a_607,2.386
lfm_u_15,lfm_a_608,2.358
lfm_u_15,lfm_a_609,2.353
lfm_u_15,lfm_a_610,2.35
lfm_u_15,lfm_a_611,2.35
lfm_u_15,lfm_a_612,2.326
lfm_u_15,lfm_a_613,2.319
lfm_u_15,lfm_a_614,2.295
lfm_u_15,lfm_a_615,2.294
lfm_u_15,lfm_a_616,2.29
lfm_u_15,lfm_a_617,2.284
lfm_u_15,lfm_a_618,2.283
lfm_u_15,lfm_a_619,2.279
lfm_u_15,lfm_a_620,2.269
lfm_u_15,lfm_a_621,2.242
lfm_u_15,lfm_a_622,2.237
lfm_u_15,lfm_a_623,2.227
lfm_u_15,lfm_a_624,2.226
lfm_u_15,lfm_a_625,2.206
lfm_u_15,lfm_a_626,2.18
lfm_u_15,lfm_a_627,2.175
lfm_u_15,lfm_a_628,2.171
lfm_u_15,lfm_a_629,2.164
lfm_u_15,lfm_a_630,2.13
lfm_u_15,lfm_a_631,2.124
